titulo,subtitulo,primer_parrafo,seccion
La ciencia en el debate electoral,Carlos Gianella y Eduardo Dvorkin discuten qué medidas debería tomar un futuro gobierno,"En la recta final hacia octubre, los equipos técnicos de los diversos candidatos calientan motores, los debates se realizan con mayor periodicidad y las agendas de diálogo se sincronizan como sea. El sector de la ciencia y la tecnología, en este escenario, no representa un área prescindible, sino todo lo contrario. Debe ser planificada, articulada y, para ello, previamente ser discutida. Carlos Gianella coordina la Comisión de Innovación del Instituto Cafiero y Eduardo Dvorkin se ubica como el referente principal del área de CyT del Instituto Patria. En esta entrevista, describen cuáles son las características de un desarrollo de tipo inclusivo; advierten el sitio fundamental que deberían tener las pymes como usinas de innovación en el engranaje productivo de la nación; al tiempo que reivindican el rol protagónico del Estado en un modelo que, de cara al futuro cercano, vuelva a apostar al conocimiento y al diseño de tecnologías autóctonas.",Ciencia
Lo que ciencia y arte aprenden entre sí,"José Burucúa, filósofo e historiador del arte","José Burucúa es doctor en Filosofía y Letras (UBA) e historiador del arte. De joven quiso ser médico para cumplir el deseo de su padre; luego prefirió ser matemático para satisfacer el anhelo de su tío; pero un día, al ver que nada lo conmovía lo suficiente, reflexionó sobre sus propios intereses y no retrasó su decisión ni un segundo más: se inscribió en Filosofía y Letras. En la actualidad, se constituye como una de las grandes referencias en el campo de las humanidades, área de investigación que no duda en reivindicar ante los ajustes presupuestarios del Conicet. Apasionado del Renacimiento italiano, sostiene que los humanos deben recuperar la curiosidad que tienen de niños y relegan cuando se vuelven adultos, al tiempo que ejercita su capacidad de relacionar el arte y la ciencia, dos líneas paralelas que, afortunadamente y según su perspectiva, a menudo se cruzan.",Ciencia
El profesor rebelde que convirtió a Salta en el semillero del Instituto Balseiro,"Daniel Córdoba, un docente que armó un taller de física en la clandestinidad","Daniel Córdoba nació en Jujuy pero es conocido como “Daniel Salta”. Tiene 55 años, riega su pasión por la física en tierras norteñas, donde asegura que se cocinan las empanadas más ricas del mundo. Sus amigos lo suelen catalogar con una frase típica: “Es muy duro para las blandas y muy blando para las duras” y él, por su parte, responde como siempre, en silencio y con una sonrisa a media asta. “A diferencia de los físicos que son de pocas palabras, yo charlo hasta por los codos”, suelta relajado. Está acostumbrado a pasearse por los límites, a galopar las fronteras; disfruta de las oscuridades, educa desde los bordes. Desde siempre corrió en forma paralela al sistema educativo hasta que un buen día consiguió “hackearlo” como usualmente hacen los jóvenes para acceder a los films, videojuegos y otros contenidos en las profundidades de la web. Rebelde y sin pedir permiso, se burló del tiempo y de las formalidades. Solo se divierte con los pibes, pero mientras tanto todos aprenden y... vaya que aprenden.",Ciencia
Malvinas: “No da lo mismo conocer la verdad que no hacerlo”,La investigadora del Conicet Laura Panizo describe su trabajo sobre los caídos en las islas,"Desde el fin de la Guerra, los cuerpos de los soldados caídos en Malvinas tenían en sus lápidas una leyenda que rezaba “Soldado argentino solo conocido por Dios”. A partir de 2017, se implementó el Proyecto Humanitario Malvinas (promovido por la Cruz Roja y del que participó el Equipo Argentino de Antropología Forense) gracias al que ya se identificaron los restos de 110 soldados inhumados en el Cementerio de Darwin. El asunto, como siempre, es de jerarquías: hay muertes que importan y otras que no importan tanto; hay muertes que pesan y otras más livianas; hay muertes comunes y también hay muertes extraordinarias. Sobre estas últimas concentra sus esfuerzos Laura Panizo, antropóloga (UBA), investigadora del Conicet y docente, cuyo propósito fue examinar los rituales que celebraban los familiares de los soldados fallecidos en combate para comprender los hilos invisibles que todavía los ligaban (y aún los ligan) a sus muertos. En esta ocasión, describe por qué los deudos se resistían a la exhumación, luego comparte qué sintieron cuándo las identificaciones fueron consumadas y, por último, señala el modo en que la memoria colectiva se transforma según los contextos y el grupo que la teje.",Ciencia
El “Oscar Verde” para un científico argentino,José Sarasola fue reconocido por su trabajo de conservación del águila del Chaco,"José Sarasola es investigador del Conicet y director del Centro para el Estudio y Conservación de las Aves Rapaces en Argentina (Cecara) en La Pampa. Recientemente fue galardonado con el “Whitley Award” (que entrega una fundación británica), mejor conocido como “Oscar Verde”: premio que se entrega a aquellos investigadores que, alrededor del mundo, desarrollan estrategias de conservación de especies en peligro de extinción. El águila del Chaco es una de las aves rapaces más grandes de la región: al desplegar sus alas posee una envergadura de 1,8 metros y pesa 3 kilos. En la actualidad, la población roza los mil individuos aunque en 30 años podría desaparecer. ¿Las causas? La confusión de la población, la electrocución y el ahogamiento en tanques. ¿Qué hizo este científico para revertir la situación? ¿Cómo se modificó la percepción de los habitantes luego de su trabajo de divulgación en las instituciones de la zona? A continuación, se ensayan algunas precisiones al respecto.",Ciencia
Una llama de esperanza para combatir rotavirus,Un particular avance argentino para neutralizar la enfermedad diarreica más extendida en el mundo,"""Había muchas mamás en el equipo a las que nos preocupaba esta enfermedad en nuestros hijos. Los llevábamos a la guardería del trabajo y veíamos cómo una vez por año brotaba el virus y los infectaba. Entonces, no encontramos una mejor opción que poner manos a la obra y hacer algo al respecto"", señala la bioquímica y especialista en virus diarreicos, Viviana Parreño. Las llamas, camélidos sudamericanos y símbolo de la cultura andina, atesoran en su sistema inmunológico un tipo particular de anticuerpos que poseen propiedades biotecnológicas singulares. Se trata de los nanoanticuerpos ""VHH"", mucho más pequeños que los convencionales, cuya aplicación es fundamental para aplacar los efectos de rotavirus: la principal causa de diarreas y responsable de la muerte anual de 200 mil niños en el mundo.",Ciencia
"Eclipse total de sol: cómo, cuándo y dónde verlo", El espectáculo cósmico sin igual,"El día se apaga y el telón del cielo se abre de par en par. Los actores están en sus puestos, el público se dispone a disfrutar, comienza la función y la naturaleza ensaya su mejor espectáculo. Durante dos minutos y medio (entre las 17.30 y las 17.45), el universo y sus cuerpos vecinos más conocidos practicarán su coreografía de rutina para los terrícolas en un show que, aunque tiene precedentes, siempre es único. Durante el atardecer del próximo 2 de julio la sombra de la luna atravesará el territorio argentino en sentido oeste-este y creará una ""franja de totalidad"" de unos 200 kilómetros de diámetro. San Juan, San Luis, el sur de Córdoba y de Santa Fe, y el norte de Buenos Aires serán los territorios privilegiados, mientras que el resto del país vivirá el evento de manera parcial. Nadie se quiere perder el suceso, se espera la visita de especialistas y amantes del universo de todo el mundo, y los puntos geográficos calientes ya exhiben el tradicional cartel de ""localidades agotadas"".",Ciencia
“Muchos investigadores jóvenes se están yendo”,"El argentino Fernando Pitossi, en una prestigiosa organización científica europea","La semana pasada le tocó a Sandra Díaz que, gracias a sus avances en biología de plantas, obtuvo el Premio Princesa de Asturias. Esta vez fue el turno de Fernando Pitossi, bioquímico (UBA) y doctor en Ciencias Biológicas (Universidad Albert Ludwig, Alemania), que en la actualidad está a cargo del Laboratorio de Terapias Regenerativas y Protectoras del Sistema Nervioso del Instituto Leloir. Este investigador principal del Conicet fue incorporado a la Organización Europea de Biología Molecular (EMBO, por sus siglas en inglés) y, con esta designación, es el tercer científico local que alcanza el privilegio (los otros dos son Alfredo Cáceres y Alberto Kornblihtt). La organización, compuesta por 1800 investigadores, cuenta con nada menos que 88 premios Nobel entre sus filas. En esta oportunidad, describe de qué se tratan sus desarrollos medicina traslacional y cómo se contradicen los galardones que llegan del extranjero con la penosa situación fronteras adentro: mientras las organizaciones internacionales distinguen a los talentos domésticos, desde fines de 2015 la ciencia y tecnología sufrió retrocesos y ajustes presupuestarios en todos sus órdenes. ",Ciencia
Avance argentino contra tumores,Un desarrollo para combatir un tipo de cáncer renal,"Descifrar los complejos mecanismos que tienen los tumores para desarrollarse es una enorme tarea que demanda muchos años de investigación. Un trabajo recientemente publicado por científicos argentinos demostró, en estudios con pacientes, el rol clave que tiene una proteína descubierta hace unos años, en el síndrome de von Hippel-Lindau (VHL), una enfermedad genética que favorece la aparición de tumores malignos altamente vascularizados en diferentes órganos del cuerpo, como el riñón.",Ciencia
El enorme abuelo de Nahuelito,Hallaron en la Antártida fósiles de un elasmosaurio,"Un grupo de científicos halló en la Isla Marambio de la Antártida restos de un reptil marino con apariencia similar al monstruo del Lago Ness o a Nahuelito, que medía 11 metros, pesaba más de 12 toneladas y vivió poco antes de la extinción masiva de los dinosaurios, informó la agencia de noticias científicas de la Universidad Nacional de la Matanza (CTyS-UNLaM). “Se extrajo un ejemplar muy importante en la Isla Marambio; es el elasmosaurio más grande del mundo”, dijo el paleontólogo José O’Gorman, del Museo de La Plata (MLP) y del Conicet, principal autor del estudio que fue publicado recientemente en la revista Cretaceous Research. El científico aseguró que “debido al gran tamaño de este espécimen, su rescate se realizó durante sucesivas campañas del Instituto Antártico Argentino y culminó en 2017”. De acuerdo con el Conicet, el hallazgo “aporta pistas acerca de la manera en la que estos animales capturaban a sus presas e indicaría que la gran extinción de fines del Cretácico –que acabó con gran parte de la fauna, por ejemplo con los dinosaurios– habría sido un proceso acelerado”.",Ciencia
Cayó un meteorito en Australia ,Tenía el tamaño de un automóvil pero se desintegró al entrar en la atmósfera ,"Un meteorito de grandes dimensiones, que de acuerdo a los especialistas puede ser considerado como “una pequeña arma nuclear”, iluminó los cielos en al menos dos estados australianos. El fenómeno fue captado por varias cámaras de Australia del Sur y Victoria, que mostraron cómo la bola de fuego tornó el cielo de un color azul y naranja.",Ciencia
Una palmera que desafía a la soja,El cocotero rinde más que la principal oleaginosa,"También conocida como “cocotero”, la palmera Acrocomia totai, originaria de América y con fuerte presencia en el norte del país, en Paraguay y en Brasil, podría convertirse en una novedosa salida productiva para el Nordeste argentino, por el alto rendimiento en la producción de aceite, diez veces superior al de la soja en la misma superficie.",Ciencia
"La Luna, cada vez más arrugada",El satélite terrestre se reduce por los temblores,"La Luna se está reduciendo paulatinamente, causando arrugas en su superficie y temblores, según un análisis de imágenes capturadas por la sonda Lunar Reconnaissance Orbiter (LRO).",Ciencia
“Las matemáticas son lo más fácil que existe”,"María Inés Baragatti, jubilada, docente y estrella en YouTube","Barre con el brazo todo lo que hay en la mesa, todo, mi agenda inclusive. Está eléctrica, poseída, rebalsa de vida al grito sostenido de “si no entienden voy de nuevo, si no entienden que conste, voy de nuevo, de nuevo”. Dibuja una circunferencia imaginaria y está dispuesta a enseñarme cómo es que se miden los radianes en los ángulos. No puedo colar ni una sola pregunta porque apenas se me aparecen en la cabeza ella se anticipa y las va contestando una a una, como si supiera todos los eslabones de la docencia, como si tuviera una cámara en mi cabeza. María Inés Baragatti tiene 70 años, es jubilada, nació y vivió toda su vida en Bernal. Hace poco se hizo famosa porque uno de sus exalumnos subió una de sus clases a YouTube y el video ya cosecha un millón de visitas. Fue bautizada como la “Adrián Paenza del conurbano” y aunque el apodo le sienta bien no tiene tiempo para nimiedades: solo pretende enseñar.",Ciencia
“La extensión universitaria enriquece la ciencia”,Daniel Mato se especializa en analizar los vínculos entre las universidades y la sociedad,"Daniel Mato es Doctor en Ciencias Sociales (Universidad Central de Venezuela) e Investigador Principal del Conicet en el Centro Interdisciplinario de Estudios Avanzados de la Universidad Nacional Tres de Febrero. Desde hace casi 30 años, se concentra en analizar los vínculos entre las instituciones universitarias y los grupos sociales. Sostiene la defensa de una perspectiva integral capaz de reunir y aprovechar las potencialidades de las actividades de docencia, investigación y extensión –ésta última tradicionalmente devaluada respecto de las otras–. La tarea representa un verdadero desafío porque implica redefinir nada menos que los modelos de evaluación, así como también rever los procesos de legitimación social que hace que, en definitiva, algunos conocimientos sean legítimos y otros descartables. ",Ciencia
El padre de las tijeras genéticas,Francisco Martínez Mojica desarrolló el mecanismo de edición del genoma,"Francisco Martínez Mojica vendrá a Argentina por primera vez y será reconocido el 2 de mayo por la Universidad Nacional de Quilmes con el título de Doctor Honoris Causa. Durante más de 20 años, este biotecnólogo (Universidad de Alicante) estudió el sistema inmunológico de las bacterias y sus capacidades para defenderse de la infección por virus. Hoy la comprensión de este mecanismo constituye uno de los mayores avances en biomedicina porque ha habilitado el desarrollo CRISPR (la sigla en inglés, por Repeticiones Palindrómicas Cortas Agrupadas y Regularmente Interespaciadas). Se trata de las conocidas como “tijeras genéticas”, que permiten editar el genoma de cualquier ser vivo, eliminar virus de células infectadas y corregir defectos genéticos.  ",Ciencia
Los wichí ya tienen su vademécum,La investigadora que confeccionó una lista con las plantas medicinales de la comunidad,"Muchas de las sustancias que se extraen de las plantas y tradicionalmente componen la farmacopea wichí también forman parte de la medicina oficial. Esta situación permite advertir, entre otras cosas, que la ciencia no es la única manera de producir conocimientos. Ni siquiera es la más antigua. En la actualidad, los wichís viven en comunidades distribuidas por Salta, Chaco, Formosa y el sudeste boliviano. Son aproximadamente 55 mil personas que habitan pueblos y aldeas, y establecen estrechas relaciones con la naturaleza. Un entorno de bosques nativos que, por el avance de la frontera agrícola y la presencia de grupos privados concentrados, se encuentra en peligro. Suárez es docente de la UBA (Facultad de Exactas y Naturales) e investigadora del Conicet en el Instituto de Micología y Botánica. Visita la región desde hace más de diez años y, entre otras cosas, confeccionó un extenso catálogo de usos y aplicaciones de plantas medicinales. Especies que son empleadas para bajar la fiebre, solucionar problemas digestivos y respiratorios, así como también para aliviar dolores menstruales. Un repertorio extenso de usos que exhibe cómo los conocimientos ancestrales se reciclan a través de las generaciones y, aunque podrían complementarse, se colocan en tensión con la ciencia moderna.    ",Ciencia
Una investigación que germina pronto,La biotecnóloga Gabriela Auge describe el modo en que se comunican las plantas y las semillas,"“Movete un poco, parecés una planta”, le dice el jefe de manera despectiva al cadete recién ingresado. “En el futuro va a dar sus frutos pero está muy verde, todavía le falta, necesita echar raíces”, se escuchan los murmullos en la platea de la Bombonera ante el debut de la joven promesa. Las plantas protagonizan nuestros peores descargos, componen metáforas poco felices y, también, sirven de adornos para embellecer nuestras casas, pero no las vemos. No podemos verlas en toda su complejidad: pocos saben que surgieron hace más de 500 mi- llones de años y que existen investigadoras tan fascinadas en la comprensión de su comportamiento que, según argumentan, ven la realidad un poco más verde que el resto de los mortales. Una de ellas es Gabriela Auge, doctora en Biología Molecular (UBA), biotecnóloga (Universidad Nacional de Quilmes) e investigadora del Conicet en el Laboratorio de Biología Molecular de Plantas del Instituto Leloir. En esta ocasión, describe en qué consiste la “ceguera a las plantas”; explica cómo se comunican e intercambian información valiosa; y señala cuál es el rol de las semillas, nobles centinelas que registran cuanto evento ocurre en el ambiente. ",Ciencia
Ciencia que busca gente,"Pablo Negri, investigador del Conicet en el Instituto de Ciencias de la Computación (UBA)","En Argentina, aproximadamente, 20 mil personas están perdidas y otras 40 mil evaden la justicia y tienen impedimentos para salir del país. Hasta hace muy poco tiempo, la huella dactilar era considerada la herramienta estrella de mayor tradición entre las disponibles. Sin embargo, en la actualidad, el imperio de la imagen y el registro visual crea nuevas posibilidades y desafíos. En este sentido, Siface –denominado así por la abreviatura “si” de “sistema” y “face” de “cara” en inglés– se propone desde 2017 como una herramienta de auxilio para mejorar la eficacia en el rastreo de individuos. Su principal responsable es Pablo Negri, ingeniero electrónico, doctor en Informática e investigador del Conicet en el Instituto de Ciencias de la Computación de la Facultad de Ciencias Exactas y Naturales de la UBA. En este diálogo describe cómo funciona la aplicación, comparte la satisfacción que implica desarrollar novedades útiles para resolver problemáticas sociales concretas y reclama que los gobernantes muchas veces “no advierten que cuentan con gente muy capacitada en el sistema científico y tecnológico”. ",Ciencia
